Directorate,Supplier,Supplier Name,TransNo,Amount,Trans.date,Expense Area,Expense Type
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488096,450.35,26/04/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488096,869.71,26/04/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488096,944.02,26/04/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488096,412.56,26/04/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488097,446.75,26/04/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488336,979.39,01/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,492.39,29/03/2015,Transfer Payments,Carers Payments
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,"7,823.50",29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,307.30,29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,"3,905.61",29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,"1,175.42",29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,761.56,29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,264.74,29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,291.55,29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,"1,568.43",29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,547.66,29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,380.78,29/03/2015,Transfer Payments,Home Care
ADCHILD,ALLI94,Allied Healthcare Group Ltd,10488470,"6,014.84",29/03/2015,Transfer Payments,Home Care
ADCHILD,ALPH06,Alphonsus Services Ltd,20127953,"4,000.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ALZH01,Alzheimers Society,10484858,"8,309.25",29/04/2015,Transfer Payments,Contract payments - Voluntary Associations
ADCHILD,ANCH07,Anchor Trust,10488796,"1,758.12",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,ANGE03,Angel Care Homes,20127954,"2,160.84",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,ANGL05,Anglian Water,10487786,"4,060.64",05/05/2015,Premises,Water Charges
ADCHILD,APET98,Apetito Ltd,10484449,"2,729.94",28/04/2015,Transfer Payments,Meals
ADCHILD,APET98,Apetito Ltd,10487723,"9,999.36",31/03/2015,Transfer Payments,Meals
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,"2,956.44",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,"3,010.32",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,443.56,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,"2,822.52",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,443.56,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,"2,705.20",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,"2,651.08",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,"2,696.44",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127955,"3,013.32",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127956,"2,761.40",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,APEX99,Apex Care Homes Ltd,20127956,"2,744.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,"6,384.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,"5,640.44",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,"5,540.44",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,"5,964.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APEX99,Apex Care Homes Ltd,20127957,"5,540.44",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,APTC99,Apt Care Ltd,10488060,882.00,14/05/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,"7,024.25",14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,"2,109.00",14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,378.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,"3,500.00",14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,"2,115.00",14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,455.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,378.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,656.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,"4,268.25",14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,"6,007.75",14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,"10,348.75",14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,414.52,14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488061,406.00,14/04/2015,Transfer Payments,Home Care
ADCHILD,APTC99,Apt Care Ltd,10488249,"3,161.00",30/04/2015,Transfer Payments,Home Care
ADCHILD,ARCH94,Archway Care Ltd,10480185,"3,504.00",08/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,ARCH94,Archway Care Ltd,10480186,"3,600.60",08/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,ARCH94,Archway Care Ltd,10480187,"3,420.60",08/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,ARCH94,Archway Care Ltd,10480188,"3,600.60",08/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,ARCH94,Archway Care Ltd,10480189,"3,600.60",08/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,ARCH94,Archway Care Ltd,10480190,"3,600.60",08/04/2015,Transfer Payments,Independent Foster Care
ADCHILD,ARJO01,Arjo Limited,10486402,"1,431.00",10/04/2015,Premises,R&R Other Works
ADCHILD,ASHD98,Ashdene Care Home,20127958,"1,818.32",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ASHF03,Ashfields Care Limited,20127959,"1,860.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,ATHE01,Athena Housing & Support,10485042,289.50,02/05/2015,Transfer Payments,Living Expenses
ADCHILD,AUTI99,Autism Bedfordshire,10483922,"25,000.00",21/04/2015,Transfer Payments,Contract payments - Voluntary Associations
ADCHILD,AUTI99,Autism Bedfordshire,10483924,"15,000.00",21/04/2015,Transfer Payments,Contract payments - Voluntary Associations
ADCHILD,AUTI03,Autism Care (UK) Ltd,20127960,"4,247.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BARC07,Barchester Healthcare - Collingtree Park,20127961,"1,748.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BARC95,Barchester Healthcare Ltd,20127962,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BARC95,Barchester Healthcare Ltd,20127962,"1,941.84",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BARN98,Barnfield College,10486908,484.00,15/05/2015,Transfer Payments,Top-Ups - Maintained Providers
ADCHILD,BDPS01,BDP Social Care Ltd,10481152,"1,102.50",11/04/2015,Transfer Payments,Contact
ADCHILD,BDPS01,BDP Social Care Ltd,10485920,731.25,09/05/2015,Transfer Payments,Contact
ADCHILD,BDPS01,BDP Social Care Ltd,10485921,"3,520.00",09/05/2015,Supplies,High Level Family Support
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"2,556.44",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"1,912.28",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,443.56,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"1,120.00",06/05/2015,Transfer Payments,Respite Care
ADCHILD,BEAC98,Beacon House,20127963,"1,840.00",06/05/2015,Transfer Payments,Respite Care
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Nursing Home Payments
ADCHILD,BEAC98,Beacon House,20127963,416.00,06/05/2015,Transfer Payments,Respite Care
ADCHILD,BEAC98,Beacon House,20127963,448.00,06/05/2015,Transfer Payments,Respite Care
ADCHILD,BEAC98,Beacon House,20127963,"2,240.00",06/05/2015,Transfer Payments,Respite Care
ADCHILD,BEDA02,Beda Homecare Ltd t/a Home Instead Senior Care,10486464,562.40,30/04/2015,Transfer Payments,Home Care
ADCHILD,BEDA02,Beda Homecare Ltd t/a Home Instead Senior Care,10486465,416.10,30/04/2015,Transfer Payments,Home Care
ADCHILD,BEDA02,Beda Homecare Ltd t/a Home Instead Senior Care,10486466,905.55,30/04/2015,Transfer Payments,Home Care
ADCHILD,BEDA02,Beda Homecare Ltd t/a Home Instead Senior Care,10486557,434.66,30/04/2015,Transfer Payments,Home Care
ADCHILD,BED984,Bedford Cars,10486803,650.00,30/04/2015,Transport Related Expenditure,Passenger Transport
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,10479620,"10,416.66",30/03/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,10488797,"2,476.77",28/05/2015,Transfer Payments,Other Social Services Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"3,100.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,214.29",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,560.00,06/05/2015,Transfer Payments,Respite Care
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,268.80,06/05/2015,Transfer Payments,Respite Care
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"1,881.60",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"1,836.44",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"1,967.14",06/05/2015,Transfer Payments,Respite Care
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,240.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,040.00",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20127964,"2,065.29",06/05/2015,Transfer Payments,Residential Care Home Placements
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,399.11,13/05/2015,Customer & Client Receipts,Homecare & Daycare Contributions
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"1,035.96",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"1,886.93",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,425.48,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,774.98,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"1,023.79",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,414.80,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,759.76,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,562.08,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,856.44,13/05/2015,Customer & Client Receipts,Homecare & Daycare Contributions
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,425.48,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,648.32,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,324.16,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,583.44,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,850.96,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,486.24,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,887.88,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,502.71,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"5,127.69",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"2,815.20",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,370.19,13/05/2015,Customer & Client Receipts,Homecare & Daycare Contributions
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"1,418.24",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,709.12,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"1,562.20",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"1,545.60",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,333.76,13/05/2015,Customer & Client Receipts,Homecare & Daycare Contributions
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"2,723.44",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"2,380.00",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,"2,380.00",13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,749.60,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,648.32,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,500.00,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,283.64,13/05/2015,Transfer Payments,Social Services Direct Payments
ADCHILD,BED030,Bedford Citizens Housing Association Ltd.,20128681,792.00,13/05/2015,Transfer Payments,Social Services Direct Payments
